,gid,actual_time_minutes,assignee,assignee_status,completed,completed_at,created_at,due_at,due_on,followers,hearted,hearts,liked,likes,memberships,modified_at,name,notes,num_hearts,num_likes,parent,permalink_url,projects,resource_type,start_at,start_on,tags,resource_subtype,workspace.gid,workspace.name,workspace.resource_type
0,1204862567620469,,,upcoming,False,,2023-06-20T12:04:37.738Z,,2023-06-26,"[{'gid': '1204862582358995', 'name': 'Muhammad Zain Ammad', 'resource_type': 'user'}]",False,[],False,[],"[{'project': {'gid': '1204862567620455', 'name': 'Cross-functional project plan', 'resource_type': 'project'}, 'section': {'gid': '1204862567620456', 'name': 'To do', 'resource_type': 'section'}}]",2023-06-20T12:04:37.821Z,Share timeline with teammates,,0,0,,https://app.asana.com/0/1204862567620455/1204862567620469,"[{'gid': '1204862567620455', 'name': 'Cross-functional project plan', 'resource_type': 'project'}]",task,,,[],default_task,1204862567026473,My workspace,workspace
